"statefip","nb_top","pct_top","nb_topRPP","pct_topRPP","pop.x","pop_pct.x","ratio_top","ratio_topRPP","diff_ratio_t10","nb_bottom","pct_bottom","nb_bottomRPP","pct_bottomRPP","pop.y","pop_pct.y","ratio_bottom","ratio_bottomRPP","diff_ratio_b10"
"Alabama",205696.7793,1.24348309189203,269338.9592,1.62841334534199,2606412.185,1.55934476589276,0.797439488104544,1.04429333458511,0.309558092072061,272518.4497,1.61852303687788,256216.4798,1.52070377642174,2606412.185,1.55934476589276,1.03795072922904,0.975219726697901,-0.0604373606228214
"Alaska",39572.7,0.239225832888457,34183.81,0.206674045834194,403230.94,0.241241987492864,0.991642604899086,0.856708436131199,-0.136071370977065,48042.37,0.285329975555085,52223.63,0.30995926343787,403230.94,0.241241987492864,1.18275420676313,1.28484791001416,0.0863186135100985
"Arizona",368760.3896,2.22923913046954,376326.1495,2.27525392489511,3475352.2973,2.07920774987788,1.07215795564463,1.09428888240184,0.0206414797751575,389973.9894,2.316106987699,382635.5294,2.27102993143111,3475352.2973,2.07920774987788,1.11393726184169,1.0922573425212,-0.0194624240189696
"Arkansas",93360.5206,0.564385252950517,131854.1807,0.797185480068544,1531899.3504,0.916493272886064,0.615809487802624,0.869821420028741,0.412484603204964,164888.5201,0.979294681121,154156.65,0.914955197255524,1531899.3504,0.916493272886064,1.06852358887171,0.99832178186568,-0.065699819580176
"California",2444576.4797,14.7780122259983,1843546.3299,11.146012649942,19668464.815,11.7671018570749,1.25587527035071,0.947218166828433,-0.245770508273551,2114814.7898,12.5601641275642,2442892.9497,14.4991318938683,19668464.815,11.7671018570749,1.06739656715153,1.23217526881105,0.154374397230122
"Colorado",353309.1892,2.13583316411353,347349.0393,2.10005939269939,2741486.067,1.64015575661698,1.30221361934487,1.28040241557974,-0.0167493285595553,271523.9304,1.61261645550901,273358.9604,1.62244834416386,2741486.067,1.64015575661698,0.983209337895585,0.989203822635938,0.00609685497208899
"Connecticut",299120.7995,1.80825221414381,265586.1094,1.60572375481437,1953910.4934,1.1689709396084,1.54687524973851,1.37362161915871,-0.112002328959036,167791.1792,0.996533956578221,198451.6886,1.17785644595095,1953910.4934,1.1689709396084,0.852488220889438,1.00760113535887,0.181953146880548
"Delaware",41798.62,0.252682017731621,38861.77,0.234956818276778,512023.33,0.306329483972422,0.824870053169184,0.767006868649739,-0.070148242498479,45160.7,0.268215357132683,46232.05,0.274397857162031,512023.33,0.306329483972422,0.875578000702113,0.895760517739567,0.0230505072321027
"District of Columbia",79545.13,0.480868123137177,59354.51,0.35885516331287,373248.74,0.223304461375924,2.15341923835393,1.60702191573662,-0.253734764176706,34865.48,0.207070686898175,43031.46,0.255401618888924,373248.74,0.223304461375924,0.927302059360026,1.14373719770411,0.233403060156527
"Florida",896903.13,5.42198026150639,950898.6196,5.74909774220259,10440302.37,6.24614592760482,0.868052127559807,0.920423219187767,0.060331735808518,1065586.1904,6.32865700960772,1030095.7,6.11385505838099,10440302.37,6.24614592760482,1.01320991903795,0.978820400490618,-0.0339411585903046
"Georgia",501277.7695,3.03033636615913,584826.3098,3.53583815135433,5230784.9117,3.12943483018985,0.968333430984178,1.12986476575383,0.166813754024249,567873.8001,3.37267744078625,512450.6401,3.0415124906802,5230784.9117,3.12943483018985,1.07772732898919,0.971904722647851,-0.0981905195264837
"Hawaii",69411.59,0.419608604665895,51535.63,0.311582505189271,714765.3101,0.427624437746462,0.981254969611162,0.728635872241726,-0.257444910031427,72706.75,0.431814983319717,89016.69,0.528334542544768,714765.3101,0.427624437746462,1.00979959329579,1.23551063949721,0.223520634886325
"Idaho",59995.85,0.362688347929277,67199.69,0.406286830259811,844880.2702,0.505468641807487,0.717528879006922,0.803782463748858,0.120209217030141,92876.2201,0.551604127997467,83131.8301,0.493406544624304,844880.2702,0.505468641807487,1.0912726970065,0.976136804174339,-0.105506069333531
"Illinois",713035.6916,4.31046042352952,713035.6916,4.31098731262415,6814987.7151,4.07721982130185,1.05720579523554,1.05733502277728,0.000122234991824564,651004.84,3.86640365750986,651004.84,3.86386355565265,6814987.7151,4.07721982130185,0.948294138400249,0.947671139894272,-0.000656967580783776
"Indiana",265465.0095,1.60479542716013,320696.6593,1.93892009296334,3336788.8419,1.99630904330895,0.803881259035987,0.971252471886573,0.208203899480499,332477.9812,1.97463060728269,290057.8911,1.72156034116544,3336788.8419,1.99630904330895,0.989140741460388,0.86237165880484,-0.128160814070184
"Iowa",115420.71,0.697744037741348,152516.7698,0.922110726455841,1697423.3865,1.01552175380225,0.687079361056425,0.908016714564052,0.321560166161771,141230.5695,0.838786990380901,124248.0297,0.737440652237667,1697423.3865,1.01552175380225,0.825966541081343,0.726169232196743,-0.120824880816537
"Kansas",126156.5502,0.762644595792791,158429.4702,0.957858693504378,1544967.3597,0.92431150364015,0.82509477896718,1.03629424683357,0.255969948241298,147422.1003,0.875559308895008,124434.5103,0.738547457517603,1544967.3597,0.92431150364015,0.947255665916582,0.799024413965459,-0.156484946234332
"Kentucky",120743.3794,0.729920766152725,175816.7692,1.06298165757593,2351880.0292,1.40706517359254,0.518754056209834,0.755460143229833,0.456297322761084,235329.1103,1.39765064232466,209850.8102,1.24551285618086,2351880.0292,1.40706517359254,0.993309100783265,0.885184907960441,-0.108852514023645
"Louisiana",173200.7997,1.04703761848899,209931.2197,1.26923635844881,2363187.9961,1.4138304193583,0.740568037123016,0.897728851402758,0.212216577548076,235409.9495,1.39813075700176,198269.6095,1.17677576458653,2363187.9961,1.4138304193583,0.988895653862315,0.832331620874754,-0.158322096346638
"Maine",53866.8,0.325636868220665,57686.13,0.348768199788651,790667.28,0.473034499963661,0.688399827593296,0.737299710307479,0.0710341298096221,80192,0.476270870894033,77557.42,0.460321137717572,790667.28,0.473034499963661,1.00684172281434,0.973123816028078,-0.0334887857964539
"Maryland",477394.2701,2.88595526413031,368342.6501,2.2269859839923,3293594.0468,1.97046678472812,1.46460487763487,1.13018194534021,-0.228336623345611,262004.93,1.55608185591618,310735.8599,1.84428884507525,3293594.0468,1.97046678472812,0.789702149752745,0.935965457204963,0.185213257299619
"Massachusetts",513837.7087,3.10626401113024,475245.5289,2.87331681934736,3617579.0742,2.16429812100382,1.43522926947307,1.32759752062932,-0.0749927214648196,265048.5593,1.57415837199496,293481.9194,1.74188273717389,3617579.0742,2.16429812100382,0.727329731850827,0.804825693960306,0.106548596483573
"Michigan",470781.3001,2.84597837965903,550159.4299,3.32624348284368,5197091.207,3.1092768128318,0.915318432863183,1.06978042904269,0.168752196649572,554169.2494,3.29128430559695,513634.3695,3.04853819710722,5197091.207,3.1092768128318,1.05853692151629,0.980465355971553,-0.0737542205262929
"Minnesota",278762.7195,1.6851830618239,310900.4493,1.87969257108847,3006915.0461,1.7989546187685,0.936756849918495,1.0448804830748,0.115423370713237,233761.4094,1.38833985979093,231256.6694,1.3725615571403,3006915.0461,1.7989546187685,0.771748128222014,0.762977310722776,-0.0113648704525471
"Mississippi",95315.72,0.576204871145081,124522.1496,0.752856292315069,1517205.9291,0.907702602811287,0.634794776791969,0.829408541942442,0.306577451903404,180051.72,1.06935092640623,143894.1202,0.854044720947822,1517205.9291,0.907702602811287,1.17808511630825,0.940886054862817,-0.201342889543276
"Missouri",264352.7388,1.5980715017114,363909.1892,2.20018144402877,3279246.4572,1.96188301625332,0.814560036695405,1.12146413715867,0.376772842562155,337992.4596,2.00738182224297,288777.8298,1.71396288274091,3279246.4572,1.96188301625332,1.02319139602755,0.873631540994796,-0.146169969385399
"Montana",26772.06,0.161843097681981,30295.12,0.183163170501837,552622.85,0.330619060799181,0.489515327067864,0.554000637649536,0.131732975488085,59428.07,0.352951150419637,56921.61,0.33784285598871,552622.85,0.330619060799181,1.06754628594756,1.02184930043678,-0.0428056245544574
"Nebraska",86685.77,0.52403489091791,106902.38,0.646327819628778,1013155.4598,0.606143062239715,0.864539947024366,1.06629582996559,0.23336791276752,73784.6999,0.438217070032271,67473.5999,0.400471344609816,1013155.4598,0.606143062239715,0.722959804923027,0.660687830245988,-0.0861347674559435
"Nevada",112007.6995,0.677111625004295,121259.1395,0.733128254423306,1386714.5755,0.829633212865421,0.8161578086606,0.883677561426449,0.082728795888942,123932.9694,0.736054260632251,122233.9195,0.725486444648599,1386714.5755,0.829633212865421,0.887204428677629,0.874466491213489,-0.0143573871504737
"New Hampshire",80262.96,0.485207566228559,67120.26,0.405806599429467,756000.66,0.452294414124862,1.07276930927255,0.897217800521939,-0.163643298921042,53053.67,0.315092747593583,56217.54,0.33366403849539,756000.66,0.452294414124862,0.69665407697606,0.73771425884397,0.0589391252056377
"New Jersey",720163.5702,4.35355004578964,540056.7395,3.26516299185165,4647295.6561,2.78034924736807,1.56582848356579,1.17437152722541,-0.249999894911183,448690.5911,2.66483263399286,511479.5512,3.03574885456036,4647295.6561,2.78034924736807,0.958452480930386,1.09185882220878,0.139189311867493
"New Mexico",105135.1703,0.635565647046758,114074.0703,0.689687592859757,1032468.0615,0.61769726097696,1.02892741671144,1.11654630258346,0.0851555556290425,132721.95,0.788253176292576,127432.82,0.756343115654938,1032468.0615,0.61769726097696,1.27611570601084,1.22445599719625,-0.0404819943609015
"New York",1129751.0979,6.82959836836445,820387.1583,4.96003029376417,10513091.4332,6.28969362331019,1.08583959368916,0.788596486700375,-0.273744951571436,1113290.9603,6.61198193361601,1326973.1097,7.87589081196523,10513091.4332,6.28969362331019,1.05124070099558,1.2521898972593,0.191154315156758
"North Carolina",433711.5819,2.6218836322363,499207.2116,3.01818826312745,5165074.2384,3.09012194059268,0.848472546599062,0.976721411372059,0.151152639277556,573696.1128,3.40725692427895,513100.7626,3.04537111734488,5165074.2384,3.09012194059268,1.10262863077353,0.985518104428197,-0.106210307874172
"North Dakota",35325.73,0.213551948228014,44257.28,0.267577871372932,387652.8,0.2319220145388,0.920792054401062,1.15374071713303,0.252987264191256,24790.92,0.147236545524046,22058.32,0.130921205972791,387652.8,0.2319220145388,0.634853684833847,0.56450529818457,-0.110810393528217
"Ohio",424661.6795,2.56717494571253,589281.0386,3.56277127625147,6119336.0499,3.66103055190807,0.701216476976561,0.973160760539028,0.387817874353167,623491.6487,3.70299918347847,553542.3682,3.28540135430889,6119336.0499,3.66103055190807,1.01146361139994,0.897397961510206,-0.112772865582245
"Oklahoma",152773.9299,0.923552616424206,199367.2802,1.2053671725268,1957226.8055,1.17095499797989,0.78871742980516,1.02938812730316,0.305141852332918,170203.5498,1.01086134393084,149549.5598,0.887611056586179,1957226.8055,1.17095499797989,0.863279413534045,0.758023201675101,-0.121926007047998
"Oregon",179995.2694,1.08811170928941,199023.4695,1.20328850580211,2136410.5177,1.27815568763302,0.851313904728194,0.941425616178615,0.105850158149586,219831.5399,1.30560852651323,217904.0799,1.29331086532879,2136410.5177,1.27815568763302,1.02147847804915,1.01185706705561,-0.0094191029965795
"Pennsylvania",663571.0612,4.01143565630465,699419.3412,4.22866336375292,7121155.1191,4.26039136326362,0.941565061579635,0.992552796960326,0.0541521106307304,690426.6602,4.10053505015354,679230.55,4.03138964071435,7121155.1191,4.26039136326362,0.962478490946047,0.94624866519919,-0.0168625334483108
"Rhode Island",61075.35,0.369214167158268,64076.31,0.387402990767443,581305.0099,0.347778808659462,1.0616350334324,1.11393501018856,0.0492636123612719,57858.74,0.343630692446022,56639.31,0.33616734051672,581305.0099,0.347778808659462,0.988072544645749,0.966612490888965,-0.0217191074411223
"South Carolina",127987.1695,0.773711099386031,149730.3592,0.905264191442415,2534228.4911,1.51615924599934,0.510309917264697,0.59707724886493,0.170028699550486,259230.2081,1.53960241637356,220930.4387,1.31127300133019,2534228.4911,1.51615924599934,1.01546220849563,0.864864957154217,-0.148304141780435
"South Dakota",24507.32,0.148152237245978,34277.18,0.207238557386872,446547.65,0.267157184407198,0.554550825854514,0.775717702844932,0.398821652910929,37854.85,0.224824949833686,33268.09,0.197453770876991,446547.65,0.267157184407198,0.841545587974944,0.739092124043477,-0.121744401486325
"Tennessee",215574.6713,1.30319716095687,259946.1714,1.57162489910712,3544701.4231,2.12069742559296,0.614513482795635,0.741088700415469,0.20597630672642,388436.9096,2.30697806791923,356403.3996,2.11533620368344,3544701.4231,2.12069742559296,1.0878393306269,0.997471953403247,-0.0830705184850908
"Texas",1250947.65,7.56225866496619,1373208.3202,8.30236650943565,13340019.9626,7.9809672565605,0.94753661077232,1.04027071438126,0.0978686232855493,1393504.6602,8.27620807696961,1345710.5401,7.98710177385169,13340019.9626,7.9809672565605,1.03699311260379,1.00076864333532,-0.034932217801825
"Utah",125585.5306,0.759192654444194,136150.7806,0.823162563508447,1366520.7086,0.817551777383009,0.928617214770638,1.00686291227132,0.084260442576444,153611.8893,0.91232128262905,152985.4593,0.908003910898806,1366520.7086,0.817551777383009,1.11591865844803,1.11063780425667,-0.00473229312134669
"Vermont",28407.69,0.171730847293389,28407.69,0.171751838812104,374372.98,0.223977063265102,0.766734078882561,0.766827800616425,0.000122234991824524,25758.88,0.152985387705194,26177,0.155366519696412,374372.98,0.223977063265102,0.683040421527978,0.693671563648097,0.0155644406759077
"Virginia",652238.9989,3.94293080214859,632204.7585,3.82228649278195,4422479.0343,2.64584764224703,1.49023350369486,1.44463590108152,-0.0305976227888405,397715.5807,2.36208532008324,405593.2206,2.40728911246824,4422479.0343,2.64584764224703,0.892751828324171,0.909836633837238,0.0191372394556031
"Washington",446996.9813,2.70219684656641,414854.7412,2.50819635954276,3891666.2456,2.32827694161425,1.16059941077839,1.07727578051938,-0.0717936175782871,441374.2604,2.62137998043343,451278.1403,2.67843962537648,3891666.2456,2.32827694161425,1.12588839135948,1.15039563271174,0.0217670255243241
"West Virginia",62311.6298,0.37668775538546,98231.7598,0.593905571885601,1063164.2278,0.636061933505867,0.59221867485328,0.933722866595856,0.576652183126753,115035.0892,0.683208575876107,101975.3393,0.605247108603038,1063164.2278,0.636061933505867,1.07412272278326,0.95155373513239,-0.114110785528556
"Wisconsin",246225.1317,1.48848605753468,285506.9819,1.72616461018193,3163384.1746,1.89256579736659,0.786491048081832,0.912076405789326,0.159678051026497,261594.9703,1.55364705115572,239022.5605,1.4186539081564,3163384.1746,1.89256579736659,0.820921023362858,0.749592912505545,-0.0868879086140611
"Wyoming",27646.37,0.16712849741343,30663.9,0.185392800687084,323020.36,0.19325420228681,0.864811711392404,0.959320928048649,0.109282998150058,33440.72,0.198608849233384,33346.87,0.197921348308388,323020.36,0.19325420228681,1.0277077904812,1.02415029513641,-0.00346158254100394
